word,freq,in_words,postag
riskreduction,3,0,n
seismic,37,1,a
prioritizedcritical,1,0,a
structuralstrengthening,1,0,v
andafter,4,0,n
earthquake,58,1,n
weather,47,1,n
consideringthe,1,0,n
buildingfunctionality,1,0,n
thesebuildings,1,0,n
includingrelevant,1,0,n
designer,4,1,n
sduring,2,0,v
includingal,2,0,n
surroundingcommunities,1,0,n
gy,4,0,n
responsebuildings,1,0,n
ofhigher,1,0,n
morerobust,1,0,n
theresilience,1,0,n
fordisaster,3,0,n
romania,22,0,n
includingprocurement,2,0,n
technicaloversight,1,0,n
operatingcosts,11,0,n
projectthrough,5,0,n
appoint,47,1,v
baico,4,0,n
hold,4,1,n
stop,3,1,v
asycuda,5,0,n
ec,21,0,n
sequential,1,1,a
ascyuda,1,0,n
spearhead,3,1,n
rijeka,30,0,n
brajdica,4,0,n
zagreb,21,0,n
delta,14,1,n
baross,1,0,n
enhancementsprovision,1,0,n
concessioning,1,0,v
vessel,59,1,n
ship,27,1,n
implementationsupervision,1,0,n
mmaand,1,0,n
andlink,1,0,n
sicar,2,0,n
landholding,1,1,v
thecar,1,0,n
carprovision,1,0,n
ofparticipating,4,0,v
landholding,3,1,n
municipalitiesprovision,1,0,n
environmentalcadastral,1,0,a
theirenrollment,1,0,n
selectedmunicipalities,8,0,n
atguiding,1,0,v
landholder,17,1,n
thedocumentation,3,0,n
file,19,1,n
smalllandholdings,1,0,n
attraction,6,1,n
eeps,18,0,n
ofreforms,3,0,n
onachievement,1,0,n
iepi,8,0,n
enablingenvironment,7,0,n
investnieit,1,0,n
armenian,7,0,a
ada,5,0,n
idf,1,0,n
nto,1,0,n
andvi,2,0,n
iniepi,1,0,n
nim,7,1,n
runinterly,1,0,r
metrology,23,1,n
thelaboratories,1,0,n
signatory,6,1,n
mla,3,0,n
mra,3,0,n
ilacor,1,0,n
iaf,2,0,n
nab,7,1,n
achievinginter,1,0,n
globalaccreditation,1,0,n
ilac,2,0,n
exsstrengthening,1,0,v
actively,3,1,r
oflocal,8,0,a
compete,3,1,n
attractefficiency,1,0,n
fdi,1,0,n
exerscarrying,1,0,v
costsfor,1,0,n
exer,2,0,n
readiness,27,1,n
theprocurement,15,0,n
crm,2,0,n
outtraining,3,0,v
expotential,1,0,a
foreigns,1,0,n
independentselection,1,0,n
financingdecisions,2,0,n
bymultis,1,0,n
partner,1,1,v
thehiring,2,0,v
eif,4,0,n
sfrom,2,0,n
independentinvestment,1,0,n
modernizin,1,0,n
oualitv,1,0,n
laboratoriesin,1,0,n
industrialmetrology,1,0,n
qualificationsand,2,0,n
qms,1,0,n
ofcapacity,5,0,n
fornim,1,0,n
te,55,1,n
officespace,3,0,n
toaccreditation,1,0,n
sarm,2,0,n
anelectronic,4,0,n
standaras,1,0,n
ffpmc,5,0,n
translator,1,1,n
anyother,9,0,n
drin,8,0,n
buna,6,1,n
semani,5,0,n
outsource,19,0,v
alio,1,0,n
aegis,2,1,n
sprovinces,2,0,n
gilan,1,0,n
zanjan,1,0,n
mitigationprogram,2,0,n
earthquakeemergency,1,0,n
reof,11,0,n
seismicdesigns,1,0,n
assessmentand,3,0,n
educatepatients,1,0,n
essentialdrugs,6,0,n
quantification,5,1,n
listsatisfactory,1,0,n
fmoh,10,0,n
ofstandard,6,0,n
effectiveand,1,0,n
statesincluding,2,0,v
projectstate,1,0,n
refrigeration,2,1,n
generatorsfor,1,0,n
numberof,5,0,n
checkthe,1,0,n
borrowerand,18,0,n
revolvingfunds,1,0,n
drfs,6,0,n
accountant,11,1,n
safe,1,1,n
andmanuals,4,0,n
ofdrfs,2,0,n
procurementunit,1,0,n
drugprocurement,1,0,n
atyaba,1,0,n
regionalhospitals,1,0,n
reequipping,5,0,v
thefederal,2,0,a
twofederal,1,0,a
kano,6,0,n
harcourt,2,0,n
ofvehicles,6,0,n
yaba,1,1,n
kaduna,4,0,n
yabalaboratories,1,0,n
otherchemicals,1,0,n
equippingand,1,0,n
warri,4,0,n
calabar,1,0,n
kanoand,1,0,n
andperiodicals,1,0,n
drugsregistration,1,0,n
othersupplies,1,0,n
forevery,1,0,n
appointment,34,1,n
eachproject,2,0,n
dphc,4,0,n
drugsprograms,1,0,n
hospitalsin,1,0,n
thedrug,1,0,n
qualityassurance,8,0,n
offmoh,1,0,n
nursing,27,1,n
schoolsof,1,0,n
ofessential,6,0,a
stationery,2,1,n
byfmoh,1,0,n
andnewsletters,1,0,n
attitude,7,1,n
costrecovery,12,0,n
mediamaterials,2,0,n
educate,14,1,n
councillor,1,0,n
traditionalleaders,1,0,n
pharmacist,6,1,n
influential,2,1,a
leadershipgroups,1,0,n
foreducating,1,0,v
handout,1,1,n
andlocal,10,0,a
stateministries,1,0,n
thestate,5,0,n
sedps,2,0,n
modestaddition,1,0,n
studiesof,2,0,n
programof,1,0,n
assessmentof,3,0,n
nigeria,18,0,n
stateessential,1,0,a
yichang,8,0,n
badong,6,0,n
yiba,2,0,n
hour,49,1,n
chongqing,30,0,v
hpcd,3,0,n
landslide,16,1,n
geological,27,1,a
theenabling,2,0,v
presemeh,1,0,n
projectmay,1,0,n
ateligible,1,0,a
capacitybuilding,24,0,v
ingthe,5,0,n
verificationprocedures,1,0,n
girl,6,1,n
ofinvestments,2,0,n
fixture,5,1,n
andwiring,1,0,v
wiring,2,1,n
airconditioning,5,0,v
ows,14,0,n
roof,11,1,n
heater,4,1,n
andphotovoltaic,1,0,n
onwomen,1,0,n
priorityvalue,1,0,n
andmanagerial,5,0,a
eligiblebusiness,1,0,n
forge,1,1,n
productivealliances,2,0,n
betweenbusiness,1,0,n
player,2,1,n
fgc,2,0,n
operationalizationof,2,0,n
guaranteesto,1,0,n
pfls,1,0,n
andbusiness,2,0,n
selectedexisting,2,0,v
ofsmall,4,0,n
aqueduct,7,1,n
buildingof,2,0,n
landin,2,0,n
projectareas,1,0,n
irrigator,2,1,n
userassociations,4,0,n
mile,10,1,n
gridin,1,0,n
smesin,1,0,n
constrains,1,0,n
withforeign,2,0,n
minf,2,0,n
governancemechanisms,1,0,n
forpolicy,1,0,n
variability,7,1,n
riskcoverage,1,0,n
toinvest,2,0,n
andpublished,25,0,v
diversified,10,1,a
groupof,1,0,n
segundo,1,0,n
mercado,2,0,n
ofstronger,1,0,n
custody,11,1,n
onmay,3,0,n
itsministry,1,0,n
forunemployment,1,0,n
match,9,1,n
vacancy,4,1,n
theauthorization,1,0,n
scienceand,4,0,n
expenditureeligible,1,0,a
oftax,2,0,n
datedjanuary,11,0,a
oecd,12,0,n
reduces,5,0,n
inefficienciesfrom,1,0,n
documentno,1,0,n
cihi,5,0,n
bying,3,0,n
inghealth,1,0,n
networklinking,1,0,v
style,4,1,n
andparamedical,2,0,a
ier,2,0,n
populationthrough,1,0,n
promotionteams,1,0,n
throughmass,1,0,n
perinatal,6,0,n
selectedhospitals,3,0,n
paramedical,2,0,a
whereas,3,1,n
cofesa,8,0,n
lculo,4,0,n
recursos,9,0,n
administraci,18,0,n
mcip,9,0,n
manifest,1,1,v
intent,6,1,n
ans,55,0,n
ape,5,1,n
third,8,1,n
accord,19,1,n
discuss,15,1,v
affiliate,7,1,n
uninsured,14,1,a
sidios,1,0,n
institucionales,1,0,n
obras,10,0,n
provinciales,3,0,n
admission,13,1,n
comply,30,1,v
caput,10,0,n
solidarity,4,1,n
sex,3,1,n
westhighway,3,0,n
mesd,5,0,n
highwaycorridor,3,0,n
zemo,3,0,n
osiauri,3,0,n
chumateletikm,1,0,n
forall,3,0,n
criticallocations,2,0,n
logisticsstrategy,2,0,n
privatesteering,2,0,v
investmentspreparation,2,0,n
strengtheningstrengthening,15,0,v
execute,23,1,n
pdmi,6,0,n
jects,42,0,n
ugp,4,0,n
uap,4,0,n
projectscarrying,21,0,v
improvementscarrying,3,0,v
isi,4,0,n
asphalt,34,1,n
planting,9,1,n
bairro,2,0,n
santo,9,0,n
uni,6,0,a
vila,13,1,n
enclose,4,1,v
buffer,19,1,n
segregation,6,1,n
peace,11,1,n
therein,27,1,n
fundstrengthening,2,0,v
inenhancing,3,0,v
perseros,1,0,n
strengtheningtheir,2,0,n
enhancingits,1,0,n
andcredit,3,0,n
effectivelyimplement,1,0,n
reizationof,1,0,n
tier,14,1,n
andinclusion,1,0,n
bpom,5,0,n
dag,1,1,n
kep,4,1,n
ekon,9,0,n
rka,4,0,n
enables,8,0,n
rationale,4,1,n
consistency,38,1,n
rkp,1,0,n
lkpp,3,0,n
clarifies,8,0,n
accrual,14,1,a
detail,15,1,v
chart,27,1,n
scenario,15,1,n
jamkesmas,2,0,n
investmentin,1,0,n
imantroad,1,0,n
intensity,7,1,n
mow,14,1,n
maintenanceplanning,2,0,v
andemission,1,0,n
saint,2,1,n
joan,1,0,n
palma,1,1,n
flic,1,0,n
flac,1,0,n
ofmain,1,0,n
motorway,36,1,n
andsupplies,9,0,n
emissioncontrol,3,0,n
vehicleemission,1,0,n
brake,3,1,n
headlight,1,1,n
includingshort,2,0,n
andon,3,0,n
offellowships,3,0,n
parameter,35,1,n
hhorizontal,1,0,n
curve,7,1,n
radius,2,1,n
min,13,1,n
desirable,2,1,a
absolute,3,1,n
crest,9,1,n
sag,2,1,n
max,3,0,n
sight,2,1,n
width,11,1,n
crossfall,1,1,n
ofjingdezhen,1,0,n
structuralmeasures,1,0,n
systemfor,12,0,n
waxikou,1,0,n
gravity,18,1,n
stem,2,1,n
ofchangjiang,1,0,n
luoxi,1,0,n
jiaotan,1,0,n
fuliang,1,0,n
countyabout,1,0,n
jingdezhen,2,0,n
heightof,1,0,n
gate,5,1,v
bottom,3,1,n
installedcapacity,1,0,n
mwh,1,0,n
radialgates,1,0,n
planegates,1,0,n
mwturbine,1,0,n
othernecessary,1,0,a
esmp,7,0,n
andadaptive,2,0,a
onevaluation,1,0,n
phasecumulative,1,0,n
changjiangriver,1,0,n
forjingdezhen,1,0,n
couple,5,1,v
networktechnologies,1,0,n
efficientfunctioning,2,0,v
dispatchingcenter,1,0,n
activitiesin,10,0,n
oftraining,51,0,v
differentest,1,0,n
plancarrying,3,0,v
affectedby,5,0,n
effect,6,1,v
manaeement,1,0,n
safetypanel,1,0,n
andstudy,5,0,n
operatingresources,1,0,n
saddler,1,1,n
cafeteria,1,1,n
st,56,1,n
kitts,2,0,n
nevis,1,0,n
music,1,1,n
biology,6,1,n
basseterre,1,0,n
experience,3,1,v
difficulty,3,1,n
curricular,18,1,n
regionally,7,1,r
momastrengthening,5,0,v
moma,5,0,n
cvdb,22,0,n
ldd,15,0,n
pbbgs,10,0,n
pbbg,15,0,n
slaughter,7,1,n
planningprovision,8,0,n
toadminister,1,0,n
editor,3,1,n
theirscientific,1,0,n
technicalaudits,5,0,n
humanity,2,1,n
ofvisiting,1,0,v
consumables,17,0,n
scientificcommunity,1,0,n
visit,9,1,v
assistantship,2,1,n
academic,2,1,n
havingrecently,1,0,r
graduate,2,1,v
andconsumables,3,0,n
levelfellowships,1,0,n
graduatestudents,2,0,n
agreementswith,1,0,n
costof,2,0,n
professionalsocieties,1,0,n
editorial,1,1,n
preparationand,5,0,n
interjournals,1,0,n
almaty,20,0,n
overhead,28,1,n
ohtl,7,0,n
yukgres,4,0,n
alma,7,1,n
kensai,1,0,n
incoming,7,1,v
robot,1,1,n
shelek,1,0,n
ality,2,0,n
organizationalframework,1,0,n
eje,9,0,n
pj,12,0,n
andredesign,4,0,n
jurisdional,10,0,n
dataand,3,0,n
yers,9,0,n
judicialprocesses,1,0,n
inefficiency,6,1,n
forjudicial,1,0,a
systemswith,1,0,n
tomeasure,3,0,n
disaggregated,3,0,v
gapsand,1,0,n
designand,12,0,n
thejudiciary,3,0,a
beproduced,1,0,v
indexed,3,1,n
jurisprudence,4,1,n
prosecutor,12,1,n
cv,3,0,n
estdeclarations,1,0,n
andactivities,3,0,n
ejeand,1,0,n
reviewand,2,0,n
redesign,47,1,n
sige,2,0,n
renew,5,1,v
organizationalmodel,1,0,n
installationof,17,0,n
jnj,8,0,n
systemsthrough,3,0,n
monitorand,6,0,n
analytics,13,1,n
theeje,2,0,n
thedesign,25,0,n
staffperformance,4,0,n
theselection,4,0,n
sanction,3,1,v
disciplinaryframework,1,0,n
andsanctioning,1,0,v
ofjudges,2,0,n
toolsfor,3,0,n
forvulnerable,2,0,a
populationsprovision,1,0,n
vulnerablepopulations,1,0,n
legalaid,1,0,n
alegras,4,0,n
andrepresentation,1,0,n
shortcomingsaffecting,1,0,v
basedviolence,2,0,n
clientele,2,1,n
universalaccessibility,1,0,n
appliance,20,1,n
alegra,1,0,n
providingsimilar,1,0,n
punishment,1,1,n
ofviolence,2,0,n
andenhance,3,0,n
ofalternative,5,0,a
deliverymechanism,1,0,n
justicia,4,0,n
itinerante,1,0,n
normative,25,1,a
efficacy,4,1,n
andprogram,2,0,n
amag,9,0,n
programsthrough,4,0,n
andprocesses,7,0,n
andputting,1,0,v
needsassessments,3,0,n
theenhancement,4,0,n
deploy,6,1,n
processesand,4,0,n
theamag,1,0,n
facilitatethe,6,0,n
minjusdhand,1,0,n
cipating,4,0,v
underpart,26,0,n
sdelivery,3,0,n
localimplementing,2,0,v
prepara,6,0,n
whenever,8,1,n
theorganization,21,0,n
modernizingthe,1,0,n
modff,1,0,n
cation,8,1,n
suitabilityof,1,0,n
byagreement,3,0,n
sprovided,7,0,v
guangzhou,20,0,n
side,4,1,v
hertzelectricity,1,0,n
andteles,3,0,n
ofmaintenance,12,0,n
mor,12,1,n
oftrain,1,0,n
reservation,2,1,n
datateles,1,0,n
anddigitalization,1,0,n
commercialize,5,1,n
containertrans,1,0,n
lock,6,1,v
companiesof,1,0,n
theoperation,26,0,n
abate,2,1,v
developingtechniques,1,0,n
wastefrom,2,0,n
locomotive,10,1,a
fueladditive,1,0,a
styrofoam,2,0,n
ofheavy,1,0,n
haul,7,1,n
electriclocomotives,1,0,n
theraising,1,0,v
strengtheningcarrying,11,0,v
toursrequired,1,0,v
dedicate,46,1,v
toexpand,5,0,n
locomotiveand,1,0,n
railwaysteles,1,0,n
acomputer,3,0,n
overhaul,16,1,n
andpromote,7,0,n
technicalvocation,1,0,n
ofmanaging,2,0,v
foreignexperts,1,0,n
reformsdesign,1,0,n
promotetransparency,1,0,n
scontext,1,0,n
estedstakeholders,2,0,n
officeestablishment,1,0,n
whichwill,7,0,n
advise,8,1,v
tointellectual,1,0,a
trainingprovisionmodernization,1,0,n
overarch,2,1,v
basedcurriculum,1,0,n
technicalvocational,1,0,a
proposalfor,2,0,n
practical,28,1,a
selectedbeneficiaries,3,0,n
ofvocational,1,0,a
practicaltraining,1,0,v
fitd,7,0,n
anddesigning,1,0,v
peerreviewers,1,0,n
fitdprovision,1,0,n
ofinnovation,2,0,n
proof,3,1,n
orinnovation,1,0,n
monitorinp,1,0,n
evaluationdesigning,1,0,v
propramactions,1,0,n
borrowerunder,6,0,n
thecreation,10,0,n
gubernativo,2,0,n
datedfebruary,19,0,a
prioritizes,2,0,n
needy,3,1,a
conasan,2,0,n
formides,1,0,n
acuerdoministerial,1,0,a
transferencia,1,0,n
monetariacondicionadaparaalimentos,1,0,n
kind,22,1,n
periodicconditional,1,0,n
andextreme,2,0,n
providedthrough,1,0,n
debit,3,1,n
ministerialdecree,3,0,n
provisionsto,1,0,n
secrecy,1,1,n
embed,6,1,v
thesat,1,0,n
nalaccountability,1,0,n
discretion,6,1,n
procurementprocedures,8,0,n
fideicomisos,1,0,n
byminfin,1,0,n
hasmandated,1,0,v
itsintegrated,1,0,v
guaten,1,0,n
mina,13,1,n
acuerdogubernativo,1,0,n
sofficial,17,0,a
superintendence,15,1,n
ofhigh,3,0,n
bymandating,1,0,n
regulatedentities,1,0,n
moneylaundering,1,0,v
terrorism,7,1,n
intendent,1,0,n
tocombat,1,0,n
prosecution,4,1,n
adisciplinary,1,0,a
junta,5,1,n
disciplinaria,1,0,n
drhmp,1,0,n
agreementa,6,0,n
overdraft,3,1,n
paig,3,0,n
afs,18,0,n
lsms,2,0,n
economicallyvulnerable,3,0,a
theoperations,13,0,n
shanghai,69,1,n
huangpu,10,0,n
away,8,1,r
waigaoqiao,4,0,n
luojing,3,0,v
accommodate,3,1,v
dwt,7,0,n
barge,10,1,n
vary,14,1,v
unitization,1,0,n
byieference,1,0,n
han,14,1,n
yakou,2,0,n
navigation,41,1,n
followingstructures,1,0,n
lock,14,1,n
sluicegate,2,0,n
reproductionfacilities,1,0,n
iwt,2,0,n
cumulative,21,1,a
impactassessment,7,0,n
habitatsin,1,0,n
insure,1,1,v
piis,1,0,n
complementarity,3,0,n
desizado,1,0,n
sigat,1,0,n
transcapacity,1,0,n
karaganda,11,0,n
shimkent,6,0,n
levelsof,3,0,n
inpolicies,1,0,n
psap,4,0,n
andshimkent,3,0,n
newstandard,1,0,r
trolleybus,15,0,n
priorityworkshop,1,0,n
withdetailed,1,0,v
companiesin,1,0,n
inproject,9,0,n
firstphase,5,0,n
effortsin,2,0,n
expendituresand,3,0,n
andeffectiveness,7,0,n
administeringthese,2,0,a
taxagencies,2,0,n
fragmentation,4,1,n
gdr,21,0,n
regionaloffices,6,0,n
automatedsystem,2,0,n
enlargingof,2,0,n
check,11,1,v
auditstrategy,2,0,n
bystreamlining,2,0,n
routinetax,2,0,n
taxpayments,2,0,n
housetechnical,2,0,a
therestructuring,9,0,v
draftlegislation,4,0,n
andits,9,0,n
ankara,14,0,n
tomodel,2,0,n
sinterconnections,3,0,n
modelingactivities,2,0,n
byelimination,2,0,n
annexedbudgets,2,0,n
rationalizationof,2,0,n
antecontrols,2,0,n
newbudget,2,0,n
governcommitment,2,0,n
modelcompatible,2,0,a
ledgersystem,2,0,n
proceduresfor,11,0,n
positionceilings,2,0,n
linkingposition,2,0,n
modernpayroll,2,0,n
gdbfc,6,0,n
gdpa,9,0,n
realign,5,1,v
systemson,2,0,n
themof,3,0,n
ledger,13,1,n
thegdbfc,3,0,n
improvingbudget,3,0,n
ofaccounts,3,0,n
thesystem,5,0,n
newregulations,3,0,n
forcomputerization,2,0,n
eightpilot,2,0,n
anddocument,3,0,n
andstreamlining,4,0,v
customsprocedures,2,0,n
enforcelegislative,2,0,a
successfulpilot,2,0,n
organizationin,2,0,n
withdeization,2,0,n
oflabor,3,0,n
uttarakhand,4,0,n
itis,9,0,n
ncvt,2,0,n
vocationaltraining,4,0,v
scvt,1,0,n
todiscussions,1,0,n
increasingenrollment,1,0,n
marked,2,1,n
demandeds,1,0,n
twoin,1,0,n
alizingrecurrent,1,0,n
implementingprofessional,1,0,a
foreman,1,1,n
theoretical,2,1,a
soft,7,1,a
ofpriority,4,0,n
campusrecruitments,1,0,n
apprenticeship,13,1,n
generatingactivities,2,0,n
strengtheningthe,13,0,n
throughincreasing,2,0,v
nsof,2,0,n
traininproviding,1,0,v
nsqf,6,0,n
theuttarakhand,1,0,n
uneducated,1,1,a
oruned,1,0,v
dsde,3,0,n
networkings,1,0,n
start,45,1,n
trainingsto,1,0,n
inculcate,1,1,n
institute,14,1,v
thedepartment,5,0,n
baseddecision,2,0,n
broadcasting,1,0,n
spiu,1,0,n
sdemand,1,0,n
tracer,10,1,n
ofdisbursement,1,0,n
commer,2,0,n
cial,6,0,n
oso,2,0,n
condensate,9,1,n
offshore,10,1,r
akwa,2,0,n
ibom,2,0,n
peakproduction,1,0,n
barrel,4,1,n
wellhead,1,1,n
jacket,2,1,n
bedirectionally,1,0,r
drill,3,1,v
predetermine,4,1,v
plat,1,1,n
singlecascading,1,0,v
separator,5,1,n
osofield,1,0,n
compression,8,1,n
platformequipped,1,0,n
foot,14,1,n
ofcompression,1,0,n
accommodation,13,1,n
equippedwith,1,0,n
theneeds,2,0,n
helicopter,1,1,n
deck,3,1,n
rat,6,1,v
snetwork,1,0,n
conditioning,11,0,n
riser,3,1,n
outgo,1,1,v
flare,1,1,n
stack,7,1,n
burning,4,1,n
flowlines,5,0,n
transportinsociated,1,0,v
tooso,1,0,n
andinjection,2,0,n
pipelinefor,1,0,n
onshore,7,1,n
floatingroofs,1,0,n
millionbarrels,1,0,n
proverloops,1,0,n
inch,28,1,n
mileslong,1,0,n
buoy,1,1,n
anchor,3,1,v
hose,2,1,n
qua,3,1,n
iboe,1,0,n
fourwell,1,0,n
slot,2,1,n
welljacket,1,0,n
andwill,1,0,n
includedin,7,0,n
accepted,20,1,a
usage,46,1,n
aconsistent,1,0,n
wellsincluded,1,0,v
bottom,1,1,v
andtested,1,0,v
sdfrsdf,4,0,n
outpromotion,1,0,n
appraise,15,1,n
meetingthe,3,0,n
capabili,2,0,n
kureimat,3,0,n
giza,4,0,n
dualfuel,1,0,n
kureimatpower,1,0,n
transmis,2,0,n
tanta,1,0,n
capacitor,8,1,n
frompower,1,0,n
includingexperts,1,0,n
ndihma,4,0,n
ekonomike,4,0,n
nep,2,1,n
thedisability,1,0,n
dap,6,1,n
ofpayments,1,0,n
ndihmaekonomike,1,0,n
eep,15,0,n
implementationcapacity,1,0,n
evaluationsystems,5,0,n
disabilitieswho,1,0,n
modelsand,3,0,n
todetermine,3,0,n
ensureunderstanding,1,0,v
assistanceprograms,3,0,n
sstrategy,6,0,n
andtarget,1,0,n
mhsp,2,0,n
andupdating,4,0,v
usf,17,0,n
toevaluate,3,0,n
ofoperating,4,0,v
includingday,1,0,n
insti,5,0,n
tutions,1,0,n
demand,5,1,v
developthe,3,0,n
thetransition,4,0,n
borrowerin,28,0,n
thehigher,3,0,n
betweenthe,9,0,n
preamble,29,1,a
introductionor,2,0,n
particularlyimant,2,0,n
reinforcementof,1,0,n
methodsof,2,0,n
centerswithin,1,0,n
ciplinary,1,0,n
sveterinary,1,0,a
assistanceto,7,0,n
veterinary,2,1,n
veterinaryagencies,1,0,n
veterinarydiagnostics,1,0,n
selectedlaboratory,1,0,n
bordercontrol,1,0,n
quarantine,25,1,n
loanproduct,1,0,n
evaluationi,5,0,n
rra,2,0,n
requirementsand,3,0,n
concessional,34,1,n
theregulatory,7,0,n
securitiesand,1,0,n
restructurings,4,0,n
sbp,3,0,n
inits,12,0,n
siteexamination,1,0,n
thepayments,1,0,n
bel,15,1,n
moreeffective,2,0,n
cla,2,0,n
wing,8,1,v
forsecurities,1,0,n
insider,4,1,n
securitiesregulatory,1,0,n
inmonitoring,2,0,v
smallization,1,0,n
ci,4,0,n
professionally,3,1,r
andadequately,1,0,r
theevaluation,7,0,n
corporationof,1,0,n
slic,3,0,n
pic,11,1,n
forpossible,4,0,a
suchareas,1,0,n
compulsory,16,1,n
firstrefusal,1,0,n
andinvestment,4,0,n
ofprivate,5,0,n
ofarrangements,2,0,n
dfis,2,0,n
privatizationprocess,1,0,n
systemic,21,1,a
problemsrelating,1,0,v
ncbswith,1,0,n
actuarialvaluation,1,0,n
restructuringslic,1,0,n
acontext,1,0,n
globalization,3,0,n
mineral,39,1,n
sectorsprovision,3,0,n
theparticipating,28,0,v
sectorsstrengthen,1,0,n
theevolution,1,0,n
improvinggovernance,2,0,n
mineralsectorsstrengthen,1,0,n
andpractices,3,0,n
identifyingopunities,1,0,n
improveenvironmental,3,0,n
resultsstrengthen,1,0,n
sectorstrengthening,1,0,v
aneel,3,0,n
dnpm,2,0,n
moreefficient,4,0,n
geology,4,1,n
resourcesal,1,0,n
cprm,3,0,n
cut,22,1,v
edge,6,1,n
totrans,1,0,n
continent,1,1,n
geophysics,2,1,n
ofnatural,4,0,a
mineraldeposits,1,0,n
technicallaboratories,1,0,n
cepel,1,0,n
evolve,2,1,v
phasor,1,0,n
ons,8,1,n
newtechnologies,6,0,n
cooperationprovision,1,0,n
ofworkshops,3,0,n
incarrying,7,0,v
theerzincan,2,0,a
damagedby,1,0,n
seismicrisk,2,0,n
severely,2,1,r
damagedbuildings,1,0,n
unfinishedcooperative,1,0,a
commercialfacilities,1,0,n
barn,3,1,n
storagesheds,1,0,n
andprovincial,7,0,a
relatedmatters,2,0,n
forseismic,1,0,a
zoningplans,1,0,n
helpbuilders,1,0,n
lostincome,1,0,n
enterprisesectors,1,0,n
pfi,10,0,n
estonian,5,0,a
estonia,5,0,n
forprivatization,6,0,n
byestablishing,4,0,n
inenvironmental,9,0,n
forsc,1,0,n
thesc,4,0,n
forexpenditures,1,0,n
authorizesuch,5,0,a
accountand,8,0,n
madeexclusively,6,0,r
amountsas,11,0,n
fordeposits,11,0,n
suchvals,13,0,n
orpayments,10,0,n
isrequested,13,0,v
withdrawfrom,9,0,n
bysaid,9,0,n
beenpaid,9,0,n
tosection,14,0,n
authorizedallocation,7,0,n
categoryshall,1,0,n
anexpenditure,3,0,n
furnishedto,4,0,n
suchpayment,3,0,n
unlessthe,2,0,n
intothe,10,0,n
providedsuch,6,0,a
anya,1,0,n
ount,1,0,n
conditionsfor,9,0,n
underparagraphs,2,0,n
withdrawalswith,1,0,n
suchamount,13,0,n
ofsection,15,0,n
havedenied,1,0,v
tomit,1,0,n
suchnotice,7,0,n
becancelled,9,0,v
mediary,35,0,n
loanssection,1,0,n
toenter,2,0,n
mediaryloan,2,0,n
creditregulation,2,0,n
theentity,1,0,n
bcp,11,0,n
aization,1,0,n
unresolved,2,1,a
generalprovisions,1,0,n
connectionwith,3,0,n
paraguay,19,0,n
outefficient,1,0,n
appraisaland,1,0,n
manages,1,0,n
currencycomposition,1,0,n
earn,3,1,n
revenuesin,1,0,n
withprinciples,1,0,n
forthin,5,0,n
andconditions,13,0,n
indollars,4,0,n
loansshall,1,0,n
arate,1,0,n
immediatelyprior,1,0,n
plus,32,1,n
aspecified,1,0,v
difference,24,1,n
depositsin,2,0,n
monthsduring,1,0,v
irrespective,5,1,a
corresopnding,1,0,v
orsc,1,0,n
applicableto,1,0,n
thereofshall,1,0,n
ofmaturity,1,0,n
promptlyrepay,1,0,n
loancorresponding,1,0,v
inadvance,3,0,n
maintaincompliance,1,0,n
maintainthe,2,0,n
itsactivities,2,0,n
statementsof,4,0,n
yearaudited,1,0,v
principlesconsistently,1,0,r
suchyear,1,0,n
yearas,1,0,n
reasonablyrequested,1,0,v
tocomply,2,0,n
complywith,3,0,n
theproceeds,13,0,n
otherthan,3,0,n
onehundred,5,0,v
intermediary,5,1,a
limitsc,1,0,n
togetherwith,4,0,n
theappraisal,1,0,n
question,30,1,n
eiau,3,0,n
dout,9,1,n
amortizationof,5,0,n
regulationmanual,2,0,a
environmentalrecommendations,2,0,n
thecase,4,0,n
theexpenditures,1,0,n
andsc,1,0,n
mediaryin,1,0,n
environmentallyviable,1,0,a
througheiau,1,0,n
mannersatisfactory,4,0,n
convertible,3,1,a
prospectiverevenues,1,0,n
beexpressed,1,0,v
associatedworking,1,0,v
dividend,4,1,n
enterpriseshall,1,0,n
theest,2,0,n
rateshall,1,0,n
suchadjustment,1,0,n
ofthree,2,0,n
threeyears,2,0,n
maximun,1,0,n
estof,1,0,n
andoperate,5,0,n
efficiencyand,9,0,n
tnvestment,1,0,n
takeout,5,0,n
againstsuch,5,0,a
anyindemnity,1,0,n
usableby,1,0,n
leasttwenty,1,0,n
itsown,2,0,n
borrow,1,1,v
cannot,6,1,n
metthrough,1,0,n
orsenasa,1,0,n
itsobligations,7,0,n
bysuch,6,0,a
theoffered,3,0,v
monthswhich,3,0,n
display,15,1,n
thetelerate,3,0,n
itfor,3,0,n
openfor,3,0,n
onsuch,3,0,a
londonoffices,3,0,n
atwhich,7,0,n
estdetermination,6,0,n
estperiod,6,0,n
thearithmetic,3,0,a
decimalplace,6,0,n
suchquotations,3,0,n
bearithmetic,3,0,a
twomajor,3,0,n
sfor,12,0,n
suchrates,3,0,n
effectfor,1,0,n
shps,3,0,n
rod,4,1,n
finish,5,1,v
salvador,9,0,n
survival,5,1,n
crime,12,1,n
kindergarten,14,1,n
conder,1,0,n
sedur,1,0,n
andstorm,2,0,n
introduceprivate,1,0,n
toimplement,18,0,n
environmentalconditions,4,0,n
