word,freq,in_words,postag
actual,41,1,a
exercise,41,1,n
rap,41,1,n
us,41,1,n
resilient,40,1,n
minute,40,1,n
un,40,1,n
occur,40,1,n
leadership,40,1,n
ar,40,1,n
diagnostics,40,1,n
index,40,1,n
harvest,40,1,n
inclusive,40,1,a
cement,40,1,n
alliance,40,1,n
administer,40,1,n
motor,39,1,n
mineral,39,1,n
failure,39,1,n
sidewalk,39,1,n
manufacture,39,1,n
redress,39,1,n
ow,39,1,n
room,39,1,n
berth,38,1,n
placement,38,1,n
peri,38,1,n
page,38,1,n
supplemental,38,1,n
steel,38,1,n
sustain,38,1,n
tourist,38,1,n
gradual,38,1,a
restore,38,1,n
hand,38,1,n
technician,38,1,n
retirement,38,1,n
violence,38,1,n
resident,38,1,n
consistency,38,1,n
claim,38,1,n
machine,38,1,n
fishing,37,1,n
merger,37,1,n
sent,37,1,n
secure,37,1,n
drinking,37,1,n
vegetation,37,1,n
telephone,37,1,n
vegetable,37,1,n
pom,37,1,n
cell,37,1,n
college,37,1,n
seismic,37,1,a
alleviation,37,1,n
museum,37,1,n
trend,37,1,n
compatible,37,1,a
influenza,37,1,n
alleviate,37,1,n
phrase,36,1,n
catchment,36,1,n
contractual,36,1,a
leak,36,1,n
variety,36,1,n
drought,36,1,n
voucher,36,1,n
engineer,36,1,n
sufficient,36,1,n
downstream,36,1,n
memorandum,36,1,n
borrowing,36,1,n
shop,36,1,n
inspector,36,1,n
contingency,36,1,n
motorway,36,1,n
clear,36,1,a
therewith,36,1,n
money,36,1,n
reforestation,35,1,n
spread,35,1,n
arc,35,1,n
parameter,35,1,n
conveyance,35,1,n
detail,35,1,n
vaccine,35,1,n
sample,35,1,n
quarter,35,1,n
frequency,35,1,n
practitioner,35,1,n
heavy,35,1,a
sentence,35,1,n
session,35,1,n
valley,35,1,n
milk,35,1,n
satellite,35,1,n
observatory,35,1,n
stimulate,35,1,n
break,34,1,n
bed,34,1,n
asphalt,34,1,n
rational,34,1,a
valve,34,1,n
stone,34,1,n
disabled,34,1,a
outlet,34,1,n
call,34,1,n
format,34,1,n
aire,34,1,n
elementary,34,1,a
steam,34,1,n
gau,34,1,n
tea,34,1,n
true,34,1,a
concessional,34,1,n
retail,34,1,a
physician,34,1,n
opinion,34,1,n
degradation,34,1,n
ordinance,34,1,n
flexible,34,1,a
diesel,34,1,n
appointment,34,1,n
signature,34,1,n
chamber,34,1,n
auction,33,1,n
recurrent,33,1,n
discipline,33,1,n
bypass,33,1,n
departmental,33,1,n
enforce,33,1,n
variable,33,1,a
yard,33,1,n
able,33,1,a
prototype,33,1,n
rayon,33,1,n
spill,33,1,n
undergraduate,33,1,n
bali,33,1,n
art,33,1,n
uniform,33,1,n
mother,33,1,n
infant,33,1,n
bound,33,1,n
cleaning,33,1,n
competence,33,1,n
salt,33,1,n
ne,33,1,n
attract,33,1,n
superintendency,33,1,n
aquifer,33,1,n
pharmaceutical,33,1,a
convention,32,1,n
default,32,1,n
demarcation,32,1,n
mortality,32,1,n
consensus,32,1,n
presentation,32,1,n
holder,32,1,n
plus,32,1,n
china,32,1,n
reproductive,32,1,n
iso,32,1,n
optimal,32,1,a
wherever,32,1,n
ce,32,1,n
mode,32,1,n
movement,32,1,n
intelligence,31,1,n
shelter,31,1,n
oe,31,1,n
lead,31,1,n
quantity,31,1,n
ceptor,31,1,n
gross,31,1,a
excessive,31,1,a
accelerate,31,1,n
doctor,31,1,n
wall,31,1,n
store,31,1,n
redd,31,1,n
shortage,31,1,n
cancer,31,1,n
excise,31,1,n
significant,31,1,a
observation,31,1,n
kit,31,1,n
visitor,31,1,n
present,31,1,n
preference,31,1,n
intelligent,31,1,n
pasture,31,1,n
question,30,1,n
negative,30,1,a
cartridge,30,1,n
modal,30,1,n
eighty,30,1,n
mathematics,30,1,n
cotton,30,1,n
hub,30,1,n
pearl,30,1,n
silver,30,1,n
parcel,30,1,n
challenge,30,1,n
blood,30,1,n
liberalization,30,1,n
destination,30,1,n
maker,30,1,n
accurate,30,1,n
jewelry,30,1,n
fair,30,1,n
appeal,30,1,n
cashew,30,1,n
conducive,30,1,n
seedling,30,1,n
partial,30,1,a
stream,30,1,n
procedural,30,1,a
fleet,30,1,n
pa,30,1,n
delay,30,1,n
genetic,30,1,a
terminate,30,1,n
termination,29,1,n
optic,29,1,a
replication,29,1,n
affordable,29,1,a
positive,29,1,a
excess,29,1,n
refinery,29,1,n
inspectorate,29,1,n
slope,29,1,n
preamble,29,1,a
profit,29,1,n
premise,29,1,n
paramilitary,29,1,a
pollutant,29,1,n
deter,29,1,n
sponsor,29,1,n
integral,29,1,a
beverage,29,1,n
precious,29,1,a
estado,29,1,n
gain,29,1,n
township,29,1,n
extra,29,1,a
mediate,29,1,n
feature,29,1,n
amongst,29,1,n
sa,29,1,n
biological,29,1,a
mixed,29,1,a
exploration,28,1,n
ore,28,1,n
fraudulent,28,1,n
margin,28,1,n
employ,28,1,n
duration,28,1,n
note,28,1,n
overhead,28,1,n
harmonization,28,1,n
several,28,1,a
oversee,28,1,n
exit,28,1,n
aa,28,1,n
lim,28,1,n
fourth,28,1,a
seventy,28,1,n
conclusion,28,1,n
miscellaneous,28,1,a
ra,28,1,n
junction,28,1,n
rental,28,1,n
stewardship,28,1,n
aria,28,1,n
organic,28,1,a
developer,28,1,n
practical,28,1,a
treat,28,1,n
inch,28,1,n
greenhouse,28,1,n
contingent,28,1,n
cancel,27,1,n
prepayment,27,1,n
fill,27,1,n
check,27,1,n
formalization,27,1,n
sur,27,1,n
severance,27,1,n
initiate,27,1,n
redeployment,27,1,n
readiness,27,1,n
geological,27,1,a
piped,27,1,n
prospective,27,1,a
propose,27,1,n
ship,27,1,n
nursing,27,1,n
jordan,27,1,n
profitability,27,1,n
inner,27,1,n
multiple,27,1,n
decrease,27,1,n
deal,27,1,n
inhabitant,27,1,n
regulator,27,1,n
malnutrition,27,1,n
correction,27,1,n
divestiture,27,1,n
manila,27,1,n
sanction,27,1,n
defense,27,1,n
bring,27,1,n
fe,27,1,n
instructor,27,1,n
nutritional,27,1,a
corrupt,27,1,n
therein,27,1,n
flexibility,27,1,n
pregnant,27,1,n
peak,27,1,n
collusive,27,1,n
chart,27,1,n
economics,26,1,n
marking,26,1,n
reinforce,26,1,n
recreational,26,1,a
validity,26,1,n
discussion,26,1,n
upland,26,1,n
reallocate,26,1,n
billion,26,1,n
conventional,26,1,a
alcoholic,26,1,a
ca,26,1,n
immediate,26,1,n
xi,26,1,n
incidence,26,1,n
visual,26,1,a
complement,26,1,n
seek,26,1,n
geo,26,1,n
collar,26,1,n
unique,26,1,n
sensitive,26,1,a
polytechnic,26,1,n
em,25,1,n
lay,25,1,n
install,25,1,n
swamp,25,1,n
comparative,25,1,n
artificial,25,1,a
exclude,25,1,n
unworked,25,1,a
ie,25,1,n
configuration,25,1,n
birth,25,1,n
husbandry,25,1,n
represent,25,1,n
inflation,25,1,n
handle,25,1,n
acceleration,25,1,n
capitation,25,1,n
normative,25,1,a
radioactive,25,1,n
yes,25,1,n
responsiveness,25,1,n
nurse,25,1,n
quarantine,25,1,n
trainee,25,1,n
pedagogic,25,1,n
extraction,25,1,n
television,25,1,n
ninety,25,1,n
logistical,25,1,a
recommend,25,1,n
week,24,1,n
empowerment,24,1,n
evasion,24,1,n
red,24,1,a
bottleneck,24,1,n
recital,24,1,n
incorporate,24,1,n
derivative,24,1,n
opening,24,1,n
vision,24,1,n
tie,24,1,n
auh,24,1,n
supplement,24,1,n
promotional,24,1,a
handbook,24,1,n
rice,24,1,n
shopping,24,1,n
fodder,24,1,n
operability,24,1,n
diversion,24,1,n
facilitator,24,1,n
binding,24,1,n
pathway,24,1,n
difference,24,1,n
mutual,24,1,a
socioeconomic,24,1,a
capable,24,1,a
whereby,24,1,n
reimbursement,24,1,n
isolated,24,1,a
simulation,24,1,n
anda,24,1,n
concern,24,1,n
audio,24,1,n
redundant,24,1,n
relative,24,1,n
direction,24,1,n
via,24,1,n
burden,24,1,n
lot,24,1,n
monopoly,23,1,n
must,23,1,n
sediment,23,1,n
footpath,23,1,n
math,23,1,n
rain,23,1,n
trip,23,1,n
video,23,1,n
prospect,23,1,n
majority,23,1,n
prefecture,23,1,n
infection,23,1,n
blue,23,1,n
metrology,23,1,n
transport,23,1,n
banco,23,1,n
congestion,23,1,n
execute,23,1,n
suspend,23,1,n
pool,23,1,n
govern,23,1,n
distortion,23,1,n
satisfy,23,1,n
dak,23,1,n
strong,23,1,a
could,23,1,n
female,23,1,n
powerhouse,23,1,n
sedimentation,23,1,n
compliant,23,1,n
tower,23,1,n
supplementary,23,1,a
figure,23,1,n
responsive,23,1,n
fundamental,23,1,a
exception,23,1,n
refuse,23,1,n
graph,23,1,n
poultry,23,1,n
academy,23,1,n
merit,23,1,n
calculation,23,1,n
gem,23,1,n
aviation,23,1,n
leakage,23,1,n
circumstance,23,1,n
former,23,1,a
mechanization,22,1,n
behavioral,22,1,a
proceeding,22,1,n
kind,22,1,n
vaccination,22,1,n
mix,22,1,n
actor,22,1,n
shipment,22,1,n
align,22,1,n
accrue,22,1,n
delegation,22,1,n
staffed,22,1,n
axle,22,1,n
gob,22,1,n
latrine,22,1,n
lagoon,22,1,n
chile,22,1,n
amend,22,1,n
mora,22,1,n
ba,22,1,n
diligence,22,1,n
example,22,1,n
scientist,22,1,n
injection,22,1,n
aerial,22,1,a
launch,22,1,n
amman,22,1,n
advance,22,1,n
desk,21,1,n
equip,21,1,n
peer,21,1,n
nominal,21,1,a
implication,21,1,n
chief,21,1,n
postal,21,1,a
advise,21,1,n
con,21,1,n
factory,21,1,n
migration,21,1,n
locality,21,1,n
underpass,21,1,n
agrarian,21,1,a
traction,21,1,n
coconut,21,1,n
brazil,21,1,n
unreasonable,21,1,a
migrant,21,1,n
mop,21,1,n
systemic,21,1,a
since,21,1,n
consequence,21,1,n
quantitative,21,1,n
deep,21,1,n
arterial,21,1,a
success,21,1,n
cumulative,21,1,a
shift,21,1,n
entrepreneurial,21,1,a
horticulture,21,1,n
fare,21,1,n
crane,20,1,n
identity,20,1,n
contamination,20,1,n
wheel,20,1,n
yellow,20,1,n
thereunder,20,1,n
strength,20,1,n
fifth,20,1,n
qualitative,20,1,n
didactic,20,1,a
locomotive,20,1,n
whole,20,1,a
marginal,20,1,a
gather,20,1,n
bilateral,20,1,a
weight,20,1,n
containment,20,1,n
discriminatory,20,1,n
men,20,1,n
legislature,20,1,n
possibility,20,1,n
coercive,20,1,n
minority,20,1,n
carriageway,20,1,n
statutory,20,1,n
barrage,20,1,n
agua,20,1,n
ethic,20,1,n
actuarial,20,1,a
upstream,20,1,n
appliance,20,1,n
urgent,20,1,n
incubator,20,1,n
loop,20,1,n
institutional,20,1,a
nutrient,20,1,n
accepted,20,1,a
instrumentation,20,1,n
climatic,20,1,a
extreme,20,1,n
driver,20,1,n
sin,20,1,n
simplify,20,1,n
spring,20,1,n
aforesaid,20,1,n
banca,20,1,n
photovoltaic,20,1,n
left,20,1,n
native,20,1,a
semester,20,1,n
projection,20,1,n
mental,19,1,n
sheet,19,1,n
corrective,19,1,n
thing,19,1,n
tuberculosis,19,1,n
tractor,19,1,n
prone,19,1,n
cold,19,1,n
yea,19,1,n
midwife,19,1,n
ben,19,1,n
governorate,19,1,n
educator,19,1,n
assistant,19,1,n
noise,19,1,n
dry,19,1,n
yield,19,1,n
sou,19,1,n
box,19,1,n
scriber,19,1,n
demographic,19,1,a
invest,19,1,n
consultative,19,1,n
assure,19,1,n
methodological,19,1,a
examine,19,1,n
liquid,19,1,n
sell,19,1,n
half,19,1,n
acute,19,1,n
prescription,19,1,n
royalty,19,1,n
compilation,19,1,n
arid,19,1,n
goldsmith,19,1,n
nut,19,1,n
diversity,19,1,n
ambulance,19,1,n
septic,19,1,a
sixteen,19,1,n
verify,19,1,n
file,19,1,n
disciplinary,19,1,a
emu,19,1,n
experimental,19,1,n
volt,19,1,n
accord,19,1,n
choice,19,1,n
buffer,19,1,n
profession,19,1,n
cultivation,19,1,n
compressor,19,1,n
ambulatory,19,1,n
shoulder,19,1,n
candidate,19,1,n
epidemic,19,1,a
massa,18,1,n
backlog,18,1,n
allocate,18,1,n
version,18,1,n
daily,18,1,a
cite,18,1,n
exploitation,18,1,n
command,18,1,n
sugar,18,1,n
composition,18,1,n
comprise,18,1,n
pastoral,18,1,a
plastic,18,1,n
rea,18,1,n
gravity,18,1,n
convert,18,1,n
curricular,18,1,n
hard,18,1,a
residue,18,1,n
kilo,18,1,n
rest,18,1,n
pine,18,1,n
modular,18,1,n
protective,18,1,n
iodine,18,1,n
hybrid,18,1,n
built,18,1,n
transform,18,1,n
conserve,18,1,n
stand,18,1,n
unpaved,18,1,a
irregular,18,1,n
fertility,18,1,n
boat,18,1,n
spillway,18,1,n
text,18,1,n
conceptual,18,1,a
induction,18,1,n
wildlife,18,1,n
apartment,18,1,n
contain,18,1,n
earth,18,1,n
man,18,1,n
excellence,18,1,n
remuneration,18,1,n
attention,18,1,n
indirect,18,1,n
bilingual,18,1,a
slum,17,1,n
male,17,1,n
applicant,17,1,n
simple,17,1,n
silviculture,17,1,n
message,17,1,n
iron,17,1,n
concentration,17,1,n
membership,17,1,n
deficiency,17,1,n
immunization,17,1,n
matrix,17,1,n
landholder,17,1,n
bin,17,1,n
attendance,17,1,n
abatement,17,1,n
past,17,1,n
image,17,1,n
pandemic,17,1,n
ventilation,17,1,n
continuity,17,1,n
levy,17,1,n
accommodate,17,1,n
capture,17,1,n
weir,17,1,n
intensification,17,1,n
validate,17,1,n
crude,17,1,n
sie,17,1,n
draw,17,1,n
announcement,17,1,n
expedite,17,1,n
contraceptive,17,1,n
afforestation,17,1,n
recognition,17,1,n
penalty,17,1,n
drive,17,1,n
revise,17,1,n
counter,17,1,n
collaborative,17,1,n
mill,17,1,n
entrance,17,1,n
server,17,1,n
employability,17,1,n
statute,17,1,n
crash,17,1,n
doctoral,16,1,a
creek,16,1,n
spa,16,1,n
diffusion,16,1,n
vegetative,16,1,n
fashion,16,1,n
summary,16,1,n
ea,16,1,n
pac,16,1,n
harmonize,16,1,n
landslide,16,1,n
thereon,16,1,n
constitutional,16,1,a
intellectual,16,1,a
reclamation,16,1,n
switchyard,16,1,n
sec,16,1,n
thematic,16,1,a
overhaul,16,1,n
habitat,16,1,n
sig,16,1,n
square,16,1,n
convergence,16,1,n
avoid,16,1,n
indicative,16,1,a
ana,16,1,n
progressive,16,1,n
reactive,16,1,n
diversify,16,1,n
insertion,16,1,n
programmatic,16,1,a
dual,16,1,a
buyer,16,1,n
round,16,1,n
neonatal,16,1,a
sao,16,1,n
thirteen,16,1,n
ut,16,1,n
convey,16,1,n
treaty,16,1,n
refinement,16,1,n
alto,16,1,n
handicraft,16,1,n
fourteen,16,1,n
accuracy,16,1,n
preserve,16,1,n
sectorial,16,1,a
dian,16,1,a
compulsory,16,1,n
barangay,16,1,n
booster,16,1,n
independence,16,1,n
hot,16,1,a
aswell,16,1,n
locust,16,1,n
flat,15,1,a
pi,15,1,n
pip,15,1,n
bulletin,15,1,n
axis,15,1,n
gravel,15,1,n
sidi,15,1,n
sensitization,15,1,n
sup,15,1,n
rainfall,15,1,n
generic,15,1,n
scenario,15,1,n
virtual,15,1,a
horizontal,15,1,n
bel,15,1,n
attachment,15,1,n
scenic,15,1,n
corn,15,1,n
shareholder,15,1,n
display,15,1,n
ta,15,1,n
appraise,15,1,n
commune,15,1,n
correct,15,1,n
superintendence,15,1,n
ge,15,1,n
meaning,15,1,n
acronym,15,1,n
sixth,15,1,n
like,15,1,n
top,15,1,n
cadre,15,1,n
multiplication,15,1,n
garden,15,1,n
lender,15,1,n
bachelor,15,1,n
fight,15,1,n
realignment,15,1,n
historical,15,1,a
insurer,15,1,n
stipend,15,1,n
recover,15,1,n
reagent,15,1,n
oriental,15,1,a
reformulation,15,1,n
compensatory,15,1,n
eighteen,15,1,n
nitrate,15,1,n
holding,15,1,n
sion,15,1,n
phone,15,1,n
mouth,15,1,n
height,15,1,n
accession,15,1,n
selective,15,1,n
weakness,15,1,n
recharge,15,1,n
mot,15,1,n
kindergarten,14,1,n
grassland,14,1,n
dispose,14,1,n
channelization,14,1,n
payer,14,1,n
clarification,14,1,n
discus,14,1,n
deforestation,14,1,n
recent,14,1,a
overcome,14,1,n
illegal,14,1,a
accrual,14,1,a
avenue,14,1,n
breast,14,1,n
receipt,14,1,n
zero,14,1,n
reason,14,1,n
mow,14,1,n
entitlement,14,1,n
navigational,14,1,a
badan,14,1,n
confirmation,14,1,n
ye,14,1,n
functionality,14,1,n
deed,14,1,n
shallow,14,1,n
lock,14,1,n
accessory,14,1,n
toward,14,1,n
sick,14,1,n
educate,14,1,n
cola,14,1,n
evacuation,14,1,n
micronutrient,14,1,n
uninsured,14,1,a
overpass,14,1,n
tier,14,1,n
sal,14,1,n
processor,14,1,n
hotel,14,1,n
belonging,14,1,n
outbreak,14,1,n
discrimination,14,1,n
alert,14,1,n
forage,14,1,n
ecology,14,1,n
ria,14,1,n
disruption,14,1,n
han,14,1,n
ate,14,1,n
insolvent,14,1,n
financier,14,1,n
move,14,1,n
robust,14,1,n
concessionaire,14,1,n
dealer,14,1,n
foot,14,1,n
intercirculation,14,1,n
liaison,14,1,n
extraordinary,14,1,a
pedestrian,14,1,n
delta,14,1,n
rating,14,1,n
criminal,14,1,a
promoter,14,1,n
clause,14,1,n
coast,14,1,n
horticultural,14,1,a
counting,13,1,n
deterioration,13,1,n
catastrophic,13,1,a
mentation,13,1,n
attorney,13,1,n
motorcycle,13,1,n
combination,13,1,n
apprenticeship,13,1,n
fine,13,1,n
liberalize,13,1,n
bike,13,1,n
pit,13,1,n
seasonal,13,1,a
accommodation,13,1,n
mina,13,1,n
incident,13,1,n
connector,13,1,n
min,13,1,n
perspective,13,1,n
inspect,13,1,n
telemetry,13,1,n
tutor,13,1,n
contributory,13,1,n
analytics,13,1,n
compensate,13,1,n
dioxide,13,1,n
search,13,1,n
bird,13,1,n
ay,13,1,n
quasi,13,1,n
deadline,13,1,n
grazing,13,1,n
unaccounted,13,1,a
avian,13,1,a
leveling,13,1,n
aeronautics,13,1,n
pu,13,1,n
touristic,13,1,a
monument,13,1,n
shore,13,1,n
midwifery,13,1,n
ace,13,1,n
rescue,13,1,n
archive,13,1,a
fa,13,1,n
baku,13,1,n
kitchen,13,1,n
issuer,13,1,n
though,13,1,n
lack,13,1,n
repetition,13,1,n
compact,13,1,n
breaker,13,1,n
beef,13,1,n
governor,13,1,n
creditor,13,1,n
ledger,13,1,n
deputy,13,1,n
outpatient,13,1,n
mobilize,13,1,n
acceptance,13,1,n
volunteer,13,1,n
dependent,13,1,n
hydrant,13,1,n
breed,13,1,n
catastrophe,13,1,n
instance,13,1,n
admission,13,1,n
threshold,13,1,n
vila,13,1,n
reed,13,1,n
domain,13,1,n
advocacy,13,1,n
reorientation,12,1,n
distribute,12,1,n
parliamentary,12,1,a
graduation,12,1,n
isolation,12,1,n
fall,12,1,n
listing,12,1,n
fulfill,12,1,n
bu,12,1,n
pure,12,1,n
investigate,12,1,n
immovable,12,1,a
handicapped,12,1,n
node,12,1,n
presence,12,1,n
synergy,12,1,n
carrier,12,1,n
aga,12,1,n
engage,12,1,n
prosecutor,12,1,n
absorption,12,1,n
earnings,12,1,n
mor,12,1,n
digitalization,12,1,n
veteran,12,1,n
reception,12,1,n
sluice,12,1,n
nea,12,1,n
exist,12,1,n
local,12,1,n
relief,12,1,n
delimitation,12,1,n
publish,12,1,n
gateway,12,1,n
press,12,1,n
redefinition,12,1,n
might,12,1,n
constitution,12,1,n
herewith,12,1,n
accountable,12,1,a
stress,12,1,n
pie,12,1,n
requisite,12,1,n
switch,12,1,n
prohibition,12,1,n
affect,12,1,n
origin,12,1,n
conciliation,12,1,n
hall,12,1,n
ambient,12,1,n
inefficient,12,1,n
impediment,12,1,n
hep,12,1,n
vertical,12,1,a
om,12,1,n
depository,12,1,n
turn,12,1,n
combustion,12,1,n
quota,12,1,n
concentrate,12,1,n
layout,12,1,n
diabetes,12,1,n
specialization,12,1,n
crime,12,1,n
experienced,12,1,a
metric,12,1,a
trucking,12,1,n
fitting,12,1,n
escolar,12,1,n
divestment,12,1,n
viaduct,12,1,n
periodical,12,1,n
involuntary,12,1,a
amenity,12,1,n
bra,12,1,n
morbidity,12,1,n
ban,12,1,n
remedy,12,1,n
backstop,12,1,n
sierra,12,1,n
obstacle,12,1,n
liquidator,12,1,n
logistic,11,1,a
contributor,11,1,n
exchanger,11,1,n
lateral,11,1,n
occurrence,11,1,n
vicinity,11,1,n
topographic,11,1,a
war,11,1,n
photography,11,1,n
filter,11,1,n
vendor,11,1,n
motherhood,11,1,n
layoff,11,1,n
donor,11,1,n
workbook,11,1,n
logy,11,1,n
score,11,1,n
pass,11,1,n
peninsula,11,1,n
junto,11,1,n
mag,11,1,n
consumable,11,1,a
coherent,11,1,n
latter,11,1,n
ninth,11,1,a
learner,11,1,n
conductor,11,1,n
ai,11,1,n
grace,11,1,n
dimension,11,1,n
silt,11,1,n
shipping,11,1,n
refining,11,1,n
poster,11,1,n
bam,11,1,n
corrosion,11,1,n
attractive,11,1,a
russia,11,1,n
pregnancy,11,1,n
pier,11,1,n
ram,11,1,n
hire,11,1,n
electromechanical,11,1,a
pic,11,1,n
pedro,11,1,n
cartography,11,1,n
violation,11,1,n
elaborate,11,1,n
width,11,1,n
combat,11,1,n
negro,11,1,n
refugee,11,1,n
sole,11,1,n
orchard,11,1,n
understand,11,1,n
tap,11,1,n
architectural,11,1,a
palace,11,1,n
comment,11,1,n
fisher,11,1,n
resolve,11,1,n
mem,11,1,n
influence,11,1,n
fellow,11,1,n
strip,11,1,n
lit,11,1,n
overlay,11,1,n
peace,11,1,n
doe,11,1,n
maternity,11,1,n
conformity,11,1,n
spur,11,1,n
accountant,11,1,n
injury,11,1,n
dormitory,11,1,n
reconstruct,11,1,n
door,11,1,n
dropout,11,1,n
roof,11,1,n
obsolete,11,1,n
pact,11,1,n
irian,11,1,a
custody,11,1,n
librarian,11,1,n
onmarch,10,1,n
ampere,10,1,n
aquatic,10,1,a
acta,10,1,n
adjust,10,1,n
fast,10,1,n
bar,10,1,n
frame,10,1,n
ethnic,10,1,a
realization,10,1,n
repository,10,1,n
dwelling,10,1,n
refresher,10,1,n
surgery,10,1,n
mo,10,1,n
surplus,10,1,n
drip,10,1,n
timeliness,10,1,n
occupation,10,1,n
oak,10,1,n
lavatory,10,1,n
pur,10,1,n
landless,10,1,n
coherence,10,1,n
di,10,1,n
vim,10,1,n
wo,10,1,n
history,10,1,n
complexity,10,1,n
breeder,10,1,n
hi,10,1,n
seeker,10,1,n
contact,10,1,n
optical,10,1,a
inlet,10,1,n
turk,10,1,n
diagnose,10,1,n
sought,10,1,n
virus,10,1,n
excavation,10,1,n
translation,10,1,n
hill,10,1,n
revitalization,10,1,n
tippee,10,1,n
pharmacy,10,1,n
error,10,1,n
electro,10,1,n
cup,10,1,n
stimulation,10,1,n
switchgear,10,1,n
pedagogy,10,1,n
conform,10,1,n
tracer,10,1,n
backup,10,1,n
barge,10,1,n
mile,10,1,n
insulation,10,1,n
proprietary,10,1,a
locomotive,10,1,a
favor,10,1,n
diversified,10,1,a
ret,10,1,n
ice,10,1,n
brochure,10,1,n
siphon,10,1,n
assessor,10,1,n
geometric,10,1,n
ant,10,1,n
mayor,10,1,n
orphan,10,1,n
delineation,10,1,n
citizenship,10,1,n
debtor,10,1,n
zonal,10,1,n
lift,10,1,n
argentine,10,1,n
villager,10,1,n
debate,10,1,n
comptroller,10,1,n
attainment,10,1,n
brought,10,1,n
augment,10,1,n
erection,10,1,n
directory,10,1,n
sequestration,10,1,n
civic,10,1,n
augmentation,10,1,n
clarify,10,1,n
feasible,10,1,a
resistant,10,1,n
prudent,10,1,n
insemination,10,1,n
radar,10,1,n
multilateral,10,1,a
consortium,10,1,n
betterment,10,1,n
merchant,10,1,n
silvicultural,10,1,a
cereal,10,1,n
wave,10,1,n
attain,10,1,n
expression,10,1,n
surge,10,1,n
idea,10,1,n
workout,10,1,n
tropical,10,1,a
borne,10,1,n
ditch,10,1,n
tan,10,1,n
phosphate,10,1,n
geodetic,10,1,a
panama,10,1,n
vector,10,1,n
manufacturer,10,1,n
tech,10,1,n
cavern,10,1,n
harbor,10,1,n
trail,10,1,n
camp,10,1,n
gazelle,10,1,n
walkway,10,1,n
aggregation,9,1,n
rise,9,1,n
demolition,9,1,n
tram,9,1,n
boarding,9,1,n
infectious,9,1,a
ease,9,1,n
mone,9,1,n
evolution,9,1,n
precarious,9,1,a
untreated,9,1,a
template,9,1,n
blank,9,1,n
maria,9,1,n
pol,9,1,n
grantee,9,1,n
scarce,9,1,n
abrogate,9,1,n
cracker,9,1,n
existence,9,1,n
waive,9,1,n
obligatory,9,1,n
wagon,9,1,n
passage,9,1,n
stable,9,1,a
lateral,9,1,a
estimation,9,1,n
coach,9,1,n
solo,9,1,n
epidemiology,9,1,n
postgraduate,9,1,n
rad,9,1,n
ona,9,1,n
dynamic,9,1,a
sprinkler,9,1,n
pole,9,1,n
layer,9,1,n
insulator,9,1,n
goat,9,1,n
megavolt,9,1,n
bone,9,1,n
herald,9,1,n
usable,9,1,a
incinerator,9,1,n
lan,9,1,n
belt,9,1,n
operative,9,1,a
scalable,9,1,a
upwards,9,1,n
expressway,9,1,n
lesser,9,1,n
ready,9,1,a
environ,9,1,n
superior,9,1,a
cat,9,1,n
attribution,9,1,n
delegate,9,1,n
shunt,9,1,n
scholar,9,1,n
tuition,9,1,n
arbitration,9,1,n
craft,9,1,n
silversmith,9,1,n
shrub,9,1,n
concurrence,9,1,n
illness,9,1,n
volumetric,9,1,n
commencement,9,1,n
fresh,9,1,a
ocean,9,1,n
barley,9,1,n
agronomic,9,1,a
cardiovascular,9,1,n
amends,9,1,n
broker,9,1,n
contra,9,1,n
commissioner,9,1,n
crest,9,1,n
catalogue,9,1,n
articulate,9,1,n
negotiate,9,1,n
specialty,9,1,n
shi,9,1,n
dout,9,1,n
newsletter,9,1,n
guard,9,1,n
pat,9,1,n
morth,9,1,n
lignite,9,1,n
mana,9,1,n
planting,9,1,n
pipework,9,1,n
movable,9,1,a
transmittal,9,1,n
meteorology,9,1,n
explore,9,1,n
mountain,9,1,n
representation,9,1,n
shock,9,1,n
condensate,9,1,n
diem,9,1,n
recreation,9,1,n
borrow,9,1,n
sha,9,1,n
diverse,9,1,n
southeastern,9,1,a
pacific,9,1,n
highland,9,1,n
wan,9,1,n
lieu,9,1,n
dock,9,1,n
advantage,9,1,n
cartographic,9,1,a
eventual,9,1,a
depositor,9,1,n
modify,9,1,n
plaza,9,1,n
labour,9,1,n
secondment,9,1,n
reliance,9,1,n
match,9,1,n
prevalence,9,1,n
atlantic,9,1,a
acid,9,1,n
moit,9,1,n
bataan,8,1,n
anew,8,1,n
hepatitis,8,1,n
season,8,1,n
millimeter,8,1,n
accomplish,8,1,n
tributary,8,1,n
doc,8,1,n
assign,8,1,n
zad,8,1,n
cation,8,1,n
whenever,8,1,n
manure,8,1,n
log,8,1,n
cleaner,8,1,n
analytic,8,1,a
avoidance,8,1,n
medio,8,1,n
compatibility,8,1,n
pap,8,1,n
continuation,8,1,n
vehicular,8,1,n
arise,8,1,n
compression,8,1,n
abstraction,8,1,n
tanker,8,1,n
vacant,8,1,n
kef,8,1,n
grey,8,1,n
difficult,8,1,a
aes,8,1,n
undisbursed,8,1,a
registrar,8,1,n
faster,8,1,n
trauma,8,1,n
procure,8,1,n
guinea,8,1,n
nineteen,8,1,n
,8,1,n
show,8,1,n
fence,8,1,n
northeast,8,1,n
wharf,8,1,n
kiosk,8,1,n
equalization,8,1,n
obstetric,8,1,n
taxi,8,1,n
empower,8,1,n
reticulation,8,1,n
